Equipment_Slot,SS_Equipment,System,Level,Level_Number,Unlock_Requirement,Relic_Core_Cost,Eternal_Core_Cost,Void_Core_Cost,Chaos_Core_Cost,Xeno_Transmute_Core_Cost,Base_Tech_Materials_Cost,Fodder_Rarity,Fodder_Item,Fodder_Quantity,Unlock_Name,Effect,Trigger_Condition,Trigger_Cooldown,Release_Status,Data_Status,Source_Name,Source_URL
Belt,Stardust Sash - Starforged Havoc,Eternal Astral Forge,E1,1,Own the SS equipment; progress sequentially on this Astral Forge path,1,10,0,0,0,500,Epic,Eternal Belt,1,Peerless,Energy orb drop requirement -100 hits. Each energy level grants an additional +5% damage multiplier.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Eternal Astral Forge,E2,2,Own the SS equipment; progress sequentially on this Astral Forge path,2,20,0,0,0,500,Epic,Eternal Belt,1,HP,+10% HP.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Eternal Astral Forge,E3,3,Own the SS equipment; progress sequentially on this Astral Forge path,3,40,0,0,0,500,Epic,Eternal Belt,2,Suppression,Super Enhance can trigger at Lv.4. Each energy level grants an additional +5% damage multiplier.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Eternal Astral Forge,E4,4,Own the SS equipment; progress sequentially on this Astral Forge path,5,60,0,0,0,500,Epic,Eternal Belt,2,Final HP,"+16,000 Final HP.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Eternal Astral Forge,E5,5,Own the SS equipment; progress sequentially on this Astral Forge path,8,80,0,0,0,1000,Legend,Eternal Belt,1,Ultimate Eternity,Energy orb drop requirement -100 hits. Each energy level grants an additional +10% Crit Damage.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Void Astral Forge,V1,1,Own the SS equipment; progress sequentially on this Astral Forge path,1,0,10,0,0,500,Epic,Voidwaker Sash,1,HP,+10% HP.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Void Astral Forge,V2,2,Own the SS equipment; progress sequentially on this Astral Forge path,2,0,20,0,0,500,Epic,Voidwaker Sash,1,Cabbalist,Start at maximum energy level. Looting energy orbs restores an additional 2% Energy Shield. Shield damage +10%.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Void Astral Forge,V3,3,Own the SS equipment; progress sequentially on this Astral Forge path,3,0,40,0,0,500,Epic,Voidwaker Sash,2,Final HP,"+16,000 Final HP.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Void Astral Forge,V4,4,Own the SS equipment; progress sequentially on this Astral Forge path,5,0,60,0,0,500,Epic,Voidwaker Sash,2,Destructive Restraint,Energy drain speed is halved. Shield damage +20%.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Void Astral Forge,V5,5,Own the SS equipment; progress sequentially on this Astral Forge path,8,0,80,0,0,1000,Legend,Voidwaker Sash,1,Final HP,"+32,000 Final HP.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF1,1,1 total Eternal + Void Astral Forge stars required,1,0,0,20,0,0,Epic,Twisting Belt,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF2,2,2 total Eternal + Void Astral Forge stars required,2,0,0,20,0,0,Epic,Twisting Belt,1,Skill Damage,+20% Skill Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF3,3,3 total Eternal + Void Astral Forge stars required,3,0,0,50,0,0,Epic,Twisting Belt,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF4,4,3 total Eternal + Void Astral Forge stars required,3,0,0,50,0,0,Epic,Twisting Belt,1,Crit Damage,+20% Crit Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF5,5,4 total Eternal + Void Astral Forge stars required,4,0,0,100,0,0,Epic,Twisting Belt,2,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF6,6,4 total Eternal + Void Astral Forge stars required,4,0,0,100,0,0,Epic,Twisting Belt,2,Energy Multiplier,+15% to the belt's energy-level damage multiplier.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF7,7,6 total Eternal + Void Astral Forge stars required,6,0,0,150,0,0,Legend,Twisting Belt,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF8,8,6 total Eternal + Void Astral Forge stars required,6,0,0,150,0,0,Legend,Twisting Belt,1,Skill Damage,+30% Skill Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF9,9,8 total Eternal + Void Astral Forge stars required,8,0,0,200,0,0,Legend,Twisting Belt,1,Max Level,+10 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Chaos Fusion,CF10,10,8 total Eternal + Void Astral Forge stars required,8,0,0,200,0,0,Legend,Twisting Belt,1,Shield Damage,+30% Shield Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT1,1,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,40,0,0,1,0,,,0,Unique Skill / Chill,"Unlock the belt's unique Xeno skill. Chill is available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",Loot 3 Energy Orbs,15s,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT2,2,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,40,0,0,1,0,,,0,Xeno Progression,No separate gear-stat entry was present in the current calculator snapshot.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT3,3,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,80,0,2,0,,,0,Poison,"Poison becomes available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT4,4,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,80,0,0,2,0,,,0,Chilled Damage,+40% damage to Chilled targets.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT5,5,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,100,0,4,0,,,0,Transmute Damage,Adds 3 times the selected trigger's Transmute damage coefficient.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT6,6,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,100,0,0,4,0,,,0,Trigger II,Unlock the second trigger condition.,10 Drill Shot hits,10s,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT7,7,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,100,0,4,0,,,0,Weaken,"Weaken becomes available as the selected Xeno effect. Internal unique Xeno modifier +10. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT8,8,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,150,0,0,6,0,,,0,Energy Multiplier,+3% to the belt's energy-level damage multiplier.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT9,9,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,150,0,6,0,,,0,Energy Multiplier,Additional +5% to the belt's energy-level damage multiplier.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT10,10,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,150,0,0,6,0,,,0,Trigger III,Unlock the third trigger condition.,500 hits,10s,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT11,11,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,250,0,8,0,,,0,Skill Damage,+40% Skill Damage.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT12,12,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,250,0,0,8,0,,,0,Crit Damage,+60% Crit Damage.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Belt,Stardust Sash - Starforged Havoc,Xeno Transmute,XT13,13,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,250,0,8,0,,,0,Transmute Damage,Adds another 1 times the selected trigger's Transmute damage coefficient; 4 times total from XT5 and XT13.,,,Pre-release data present; official store listing still said 'available soon' in July 2026,Pre-release/current calculator data; official store listing still described Stardust Sash Xeno as coming soon in July 2026,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Gloves,Moonscar Bracer - Starforged Havoc,Eternal Astral Forge,E1,1,Own the SS equipment; progress sequentially on this Astral Forge path,1,10,0,0,0,500,Epic,Eternal Gloves,1,Mega Crit I,"When Crit Rate exceeds 100%, Crit Damage +30%.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Eternal Astral Forge,E2,2,Own the SS equipment; progress sequentially on this Astral Forge path,2,20,0,0,0,500,Epic,Eternal Gloves,1,ATK,+10% ATK.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Eternal Astral Forge,E3,3,Own the SS equipment; progress sequentially on this Astral Forge path,3,40,0,0,0,500,Epic,Eternal Gloves,2,Mega Crit II,"When Crit Rate exceeds 130%, Skill Damage +30%.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Eternal Astral Forge,E4,4,Own the SS equipment; progress sequentially on this Astral Forge path,5,60,0,0,0,500,Epic,Eternal Gloves,2,Final ATK,"+4,000 Final ATK.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Eternal Astral Forge,E5,5,Own the SS equipment; progress sequentially on this Astral Forge path,8,80,0,0,0,1000,Legend,Eternal Gloves,1,Mega Crit III,"When Crit Rate exceeds 150%, Crit Damage +100%.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Void Astral Forge,V1,1,Own the SS equipment; progress sequentially on this Astral Forge path,1,0,10,0,0,500,Epic,Voidwaker Handguards,1,ATK,+10% ATK.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Void Astral Forge,V2,2,Own the SS equipment; progress sequentially on this Astral Forge path,2,0,20,0,0,500,Epic,Voidwaker Handguards,1,Revolution,Shield damage +20%. Restores 10% Energy Shield after Eternal Laser is fired.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Void Astral Forge,V3,3,Own the SS equipment; progress sequentially on this Astral Forge path,3,0,40,0,0,500,Epic,Voidwaker Handguards,2,Final ATK,"+4,000 Final ATK.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Void Astral Forge,V4,4,Own the SS equipment; progress sequentially on this Astral Forge path,5,0,60,0,0,500,Epic,Voidwaker Handguards,2,Final Evolution,"During Eternal Laser's charging period, Crit Rate +20% and stored damage +30%.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Void Astral Forge,V5,5,Own the SS equipment; progress sequentially on this Astral Forge path,8,0,80,0,0,1000,Legend,Voidwaker Handguards,1,Final ATK,"+8,000 Final ATK.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Gloves,Moonscar Bracer - Starforged Havoc,Chaos Fusion,CF1,1,1 total Eternal + Void Astral Forge stars required,1,0,0,20,0,0,Epic,Chaos Gauntlet,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Gloves,Moonscar Bracer - Starforged Havoc,Chaos Fusion,CF2,2,2 total Eternal + Void Astral Forge stars required,2,0,0,20,0,0,Epic,Chaos Gauntlet,1,Shield Damage,+20% Shield Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Gloves,Moonscar Bracer - Starforged Havoc,Chaos Fusion,CF3,3,3 total Eternal + Void Astral Forge stars required,3,0,0,50,0,0,Epic,Chaos Gauntlet,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Gloves,Moonscar Bracer - Starforged Havoc,Chaos Fusion,CF4,4,3 total Eternal + Void Astral Forge stars required,3,0,0,50,0,0,Epic,Chaos Gauntlet,1,Crit Damage,+20% Crit Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Gloves,Moonscar Bracer - Starforged Havoc,Chaos Fusion,CF5,5,4 total Eternal + Void Astral Forge stars required,4,0,0,100,0,0,Epic,Chaos Gauntlet,2,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
