Item_ID,Item_Name,Description,Primary_Category,Subcategory,Item_Kind,Is_Spendable_or_Consumable,Is_Choice_Item,Is_Random_Reward,Selection_Behavior,Lifecycle,Rarity,Faction,Equipment_Slot,DPS_Relevance,Optimizer_Bucket,Icon_Path,Data_Status,Source_URLs
7023,Hi-Flare Gun,Better/color> Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Better,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/23_qianglixinhaoqiang,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7024,Medikit,Better/color> Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Better,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/24_yiliaoxiang,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7025,Mutant Organism Sample,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/25_bianyishengwubiaoben,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7026,Geiger Counter,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/26_fushejishuqi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7027,Antique Compass,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/27_gudongzhinanzhen,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7028,Life Detector,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/28_shengmingtanceyi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7029,Handmade Calendar,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/29_shouhuirili,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7030,Refugee List,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/30_binanzhemingdan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7031,Immortal Lucky Coin,Legend Collectible. Used to boost Lightchaser,Collectibles,Individual Collectible,Collectible,No,No,No,Spend at shop/system,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/31_buxiudexingyunyingbi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7032,Instellar Transition Matrix Design,Legend Collectible. Used to boost Precision Device,Collectibles,Individual Collectible,Collectible,No,No,No,Consumed by upgrade/system,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/32_xingjiyueqianjuzhentuzhi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7033,Lucky Charm,Epic Collectible. Used to boost Voidwaker Emblem,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,Void,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/33_xingyunhushenfu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7034,Mystery Star,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/34_shenmixing,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7035,Scientific Luminary's Journal,Epic Collectible. Used to boost Shoes of Confusion,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,Boots,Handled by collectible datasets,ReferenceOnly,CollectionIcon/35_dingjiankexuejiadebiji,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7036,Super Circuit Board,Epic Collectible. Used to boost Hi-Maintainer,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/36_chaojidianluban,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7037,Lucky 4-Leaf Clover Bracelet,Excellent Collectible. Used to boost Eternal Boots,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Eternal,Eternal,Boots,Handled by collectible datasets,ReferenceOnly,CollectionIcon/37_xingyunsiyecaoshouchuan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7038,Malfunctioned Satellite Part,Excellent Collectible. Used to boost Eternal Necklace,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Eternal,Eternal,Necklace,Handled by collectible datasets,ReferenceOnly,CollectionIcon/38_shixiaodeweixinglingjian,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7039,Old School Camera,Excellent Collectible. Used to boost Voidwaker Windbreaker,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,Void,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/39_laoshixiangji,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7040,Forgotten Diary,Excellent Collectible. Used to boost Voidwaker Handguards,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,Void,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/40_yiliuderijiben,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7041,Griffin's Golden Egg,Excellent Collectible. Used to boost Twisting Belt,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,Belt,Handled by collectible datasets,ReferenceOnly,CollectionIcon/41_shijiudejindan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7042,Pristine Wing,Excellent Collectible. Used to boost Antimatter Generator,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/42_jiebaideyuyi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7043,Family Photo,Excellent Collectible. Used to boost Nanobot,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/43_jiatingheyingzhaopian,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7044,Worn Microphone,Excellent Collectible. Used to boost Phase Converter,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/44_pojiudemaikefeng,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7045,Half-used Epinephrine,Excellent Collectible. Used to boost Exo-skeleton,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/45_banguanshenshangxiansu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7046,Ancient Lyre,Excellent Collectible. Used to boost Gravity Controller,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/46_gulaodelaiyaqin,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7047,Winning Lottery Ticket,Better/color> Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,Spend at shop/system,Owned Asset / Reference,Better,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/47_toujiangcaipiao,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7048,Mystical Halo,Epic Collectible. Used to boost Energy Diffuser,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/48_shenmiguanghuan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7049,Grandiose Fireworks,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/49_shengshiyanhuo,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7050,Passionate Diamond Ring,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/50_qingxinzuanjie,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7051,Angelic Tear Crystal,LegendCollectible. Used to boost Nanobot,Collectibles,Individual Collectible,Collectible,No,No,No,Consumed by upgrade/system,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/51_tianshizhileishuijing,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7052,Unicorn's Horn,LegendCollectible. Used to boost Exo-skeleton,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/52_dujiaoshoudejiao,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7053,Tablet of Epics,EpicCollectible. Used to boost Armor of Quietus,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,Armor,Handled by collectible datasets,ReferenceOnly,CollectionIcon/53_shishiniban,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7054,Primordial War Drum,EpicCollectible. Used to boost Eternal Gloves,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Eternal,Eternal,Gloves,Handled by collectible datasets,ReferenceOnly,CollectionIcon/54_honghuangzhangu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7055,Flaring Plume,EpicCollectible. Used to boost Voidwaker Treads,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,Void,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/55_lieyanhongyu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7056,Astral Dewdrop,EpicCollectible. Used to boost Voidwaker Sash,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,Void,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/56_xianjingyulu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7057,Grand Red Lantern,ExcellentCollectible. Used to boost Sword of Disorder,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/57_dahongdenglong,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7058,Scholarly Journal,ExcellentCollectible. Used to boost Void Power,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,Void,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/58_xueshuqikan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7059,Ornamental Scale,ExcellentCollectible. Used to boost Lightchaser,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/59_zhuangshixinglinpian,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7060,Splendid Float,ExcellentCollectible. Used to boost Precision Device,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/60_xuancaihuachemoxing,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7061,Rare Mushroom,ExcellentCollectible. Used to boost Quantum Polarizer,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/61_hanjiandemogu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7062,Delicate Drawing Tablet,ExcellentCollectible. Used to boost Energy Diffuser,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/62_lingmindeshouhuiban,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7063,Hologlobe,ExcellentCollectible. Used to boost Annihilator,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/63_quanxidiqiuyi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7064,Radiation Treatment Device,ExcellentCollectible. Used to boost Conduction Device,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Excellent,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/64_fushezhiliaoyi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7065,Oil Painting Remnants,Better/color> Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Better,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/65_youhuayiji,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7066,Neon Sign,Better/color> Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Better,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/66_nihongdengzhaopai,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7067,Magic Fruit,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/67_mofaguoshi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7068,Alien Vine,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/68_laiziwaixingdetenglei,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7069,Frigid Pine Tower,Good Collectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Good,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/69_hanbingsongta,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7070,Dreamheart Cake,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/70_menghuanzhixindangao,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7071,Limited Easter Egg,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/71_xianliangkuancaidan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7072,Vitality Seed,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/72_huolizhongzi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7073,Unique Leaf,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/73_duyiwuerdeyezi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7074,Bizarre Crystal,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,Consumed by upgrade/system,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/74_qiyidejingshi,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7075,Otherworld Key,Legend Collectible. Used to boost Quantum Polarizer,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/75_yijieqiyao,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7076,Starcore Diamond,Legend Collectible. Used to boost Phase Converter,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/76_xinghebaozuan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7077,Aerosorb Watering Can,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/77_kongqijiaoshuihu,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7078,Phantasmal Lure,EpicCollectible,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Epic,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/78_mohuanyuer,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7079,High-Lat Energy Cube,Legend Collectible. Used to boost Eternal Suit,Collectibles,Individual Collectible,Collectible,No,No,No,Spend at shop/system,Owned Asset / Reference,Eternal,Eternal,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/79_gaoweidunengliangmofang,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7080,Void Bloom,Legend Collectible. Used to boost Eternal Belt,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Eternal,Eternal,Belt,Handled by collectible datasets,ReferenceOnly,CollectionIcon/80_xukongzhihua,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
7081,Eye of True Vision,Legend Collectible. Used to boost Antimatter Generator,Collectibles,Individual Collectible,Collectible,No,No,No,,Owned Asset / Reference,Legend,,,Handled by collectible datasets,ReferenceOnly,CollectionIcon/81_zhenshizhiyan,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
