Set_ID,Set_Name,Set_Type,Collectible_1,Collectible_2,Collectible_3,Collectible_4,Unlock_Order,Requirement_Type,Required_Value,Unlock_Requirement,Reward,Reward_Tags,Data_Status,Member_Data_Status,Source_URL
SET062,Open Void Gate,2 Reds,Angelic Tear Crystal,Otherworld Key,Micro Artificial Sun,Antiparticle Gourd,8,Total Stars,25,Get 25 Stars,"Twinborn Soccer Ball damage +45%, Shield Damage +10%, Crit Damage +10%",Crit Damage | Shield Damage,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/open-void-gate
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,2,Total Gold Stars,10,Get 10 total Gold Stars,"Twinborn Drone missile count +5%, single-shot damage +5%",,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,3,Total Red Stars,10,Get 10 total Red Stars,"Twinborn Drone missile count +10%, single-shot damage +10%",,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,4,Total Gold Stars,20,Get 20 total Gold Stars,"Twinborn Drone missile count +10%, single-shot damage +10%",,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,5,Total Red Stars,20,Get 20 total Red Stars,"Twinborn Drone missile count +10%, single-shot damage +10%",,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,6,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,7,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET063,Transgalactic Tentacle,2 Reds,Instellar Transition Matrix Design,Hyper Neuron,Hydraulic Flipper,Klein Bottle,8,Total Stars,25,Get 25 Stars,"ATK +6%, HP +6%",ATK% | HP%,Exact GarryTools page data transcribed from the search-indexed page,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/transgalactic-tentacle
SET064,Conduct experiments in a safe environment,4 Reds,Cyber Totem,Clone Mirror,Dreamscape Puzzle,Gene Splicer,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/conduct-experiments-in-a-safe-environment
SET064,Conduct experiments in a safe environment,4 Reds,Cyber Totem,Clone Mirror,Dreamscape Puzzle,Gene Splicer,2,Total Gold Stars,20,Get 20 total Gold Stars,ATK +4%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/conduct-experiments-in-a-safe-environment
SET064,Conduct experiments in a safe environment,4 Reds,Cyber Totem,Clone Mirror,Dreamscape Puzzle,Gene Splicer,3,Total Red Stars,20,Get 20 total Red Stars,ATK +6%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/conduct-experiments-in-a-safe-environment
SET064,Conduct experiments in a safe environment,4 Reds,Cyber Totem,Clone Mirror,Dreamscape Puzzle,Gene Splicer,4,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/conduct-experiments-in-a-safe-environment
SET064,Conduct experiments in a safe environment,4 Reds,Cyber Totem,Clone Mirror,Dreamscape Puzzle,Gene Splicer,5,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/conduct-experiments-in-a-safe-environment
SET064,Conduct experiments in a safe environment,4 Reds,Cyber Totem,Clone Mirror,Dreamscape Puzzle,Gene Splicer,6,Total Stars,25,Get 25 Stars,Set-specific reward not present in the local calculator snapshot,,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/conduct-experiments-in-a-safe-environment
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET065,Extraterrestrial Ritual,1 Red,Cyber Totem,Wildfire Furnace,Infinity Score,,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/extraterrestrial-ritual
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,3,Total Gold Stars,19,Get 19 total Gold Stars,HP +4%,HP%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,5,Total Red Stars,19,Get 19 total Red Stars,HP +6%,HP%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET066,All-Tech Trove,1 Red,Clone Mirror,Cosmic Compass,Wormhole Detector,Void Shackle,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/all-tech-trove
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET067,Dreamseeker Voyage,1 Red,Dreamscape Puzzle,Wildfire Furnace,Infinity Score,Tempest Seed,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dreamseeker-voyage
SET068,Humanity's Origin,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET068,Humanity's Origin,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/humanity-s-origin
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET069,Cosmic Wasteland,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/cosmic-wasteland
SET070,We'll Find It One Day,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET070,We'll Find It One Day,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/we-ll-find-it-one-day
SET071,Only the Flute Played,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET071,Only the Flute Played,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/only-the-flute-played
SET072,Successive Assaults,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/successive-assaults
SET072,Successive Assaults,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/successive-assaults
SET072,Successive Assaults,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/successive-assaults
SET072,Successive Assaults,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/successive-assaults
SET072,Successive Assaults,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/successive-assaults
SET072,Successive Assaults,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/successive-assaults
