Skill_ID,Skill_Name,Skill_Type,Source_System,Base_or_Evolution,Evolves_From,Evolution_Requirement,Behavior_Description,Primary_Damage_Form,Targeting_or_Area,Status_or_Control,Damage_Affecting_Properties,Calculation_Data_Included,Verification_Status,Primary_Source_URL,Secondary_Source_URL
SKL0274,Encouraging Roar Maximum,Pet Attack / Awakening Skill,Normal Pet: Rex,R5,,,"Owner and pet ATK +10%, owner Crit Damage +10%, and owner attack cooldown -5% for 5 seconds.",Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Critical damage,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0267,Encouraging Roar+,Pet Attack / Awakening Skill,Normal Pet: Rex,Y3,,,Owner and pet ATK +5% and owner Crit Damage +5% for 3 seconds.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Critical damage,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0271,Extended Roar,Pet Attack / Awakening Skill,Normal Pet: Rex,R2,,,Owner and pet ATK +5% and owner Crit Damage +5% for 5 seconds.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Critical damage,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0276,Attraction Vortex,Pet Attack / Awakening Skill,Normal Pet: Shelly,Y1,,,Pulls nearby monsters; pet damage taken -10% during the effect; 24-second cooldown.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,Vulnerability,Enemy damage-taken effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0281,Deploy Skill Slot Quality,Pet Attack / Awakening Skill,Normal Pet: Shelly,R1,,,Raises the quality of a deploy-skill slot.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Special mechanic / stated effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0283,Deploy Skill Slot Quality,Pet Attack / Awakening Skill,Normal Pet: Shelly,R3,,,Raises the quality of a deploy-skill slot.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Special mechanic / stated effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0284,Deploy Skill Slot Quality,Pet Attack / Awakening Skill,Normal Pet: Shelly,R4,,,Raises the quality of a deploy-skill slot.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Special mechanic / stated effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0277,Deploy Skill Slot Quality,Pet Attack / Awakening Skill,Normal Pet: Shelly,Y2,,,Raises the quality of a deploy-skill slot.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Special mechanic / stated effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0279,Deploy Skill Slot Quality,Pet Attack / Awakening Skill,Normal Pet: Shelly,Y4,,,Raises the quality of a deploy-skill slot.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,,Special mechanic / stated effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0280,Guardian Vortex,Pet Attack / Awakening Skill,Normal Pet: Shelly,Y5,,,"Large pull, pet damage taken -20%, and while alive Shelly absorbs 50% of owner damage; 24-second cooldown.",Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,Vulnerability,Enemy damage-taken effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0285,Guardian Vortex Maximum,Pet Attack / Awakening Skill,Normal Pet: Shelly,R5,,,Cooldown 16 seconds; owner damage taken -20% and Shelly absorbs 50% of owner damage.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,Vulnerability,Enemy damage-taken effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0282,Guardian Vortex+,Pet Attack / Awakening Skill,Normal Pet: Shelly,R2,,,Cooldown 16 seconds; owner damage taken -10% and Shelly absorbs 50% of owner damage.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,Vulnerability,Enemy damage-taken effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0278,Large Vortex,Pet Attack / Awakening Skill,Normal Pet: Shelly,Y3,,,Pulls a wider area; pet damage taken -20%; 24-second cooldown.,Pet attack or pet/owner modifier,Awakening stage reached; active-skill effects require this pet to be deployed.,Vulnerability,Enemy damage-taken effect,No,Public guide / Drive transcription,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4,
SKL0275,Turtle Surge,Pet Attack / Awakening Skill,Normal Pet: Shelly,Base Attack,,,Leaps and creates a shockwave dealing 300% Pet ATK damage.,Pet attack or pet/owner modifier,Automatic attack while deployed,,ATK stat,No,Public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791,
SKL0029,Medi-drone,Active,Survivor Exclusive Skill,Base,,,Creates a healing zone rather than a damaging attack.,Healing field,Ground zone,,Healing amount and zone size,No,Community wiki source,https://survivorio.fandom.com/wiki/Medi-drone,https://survivorio.fandom.com/wiki/Weapon_Skill_Evolution_Guide
SKL0030,Divine Destroyer,Combination EVO,Survivor Exclusive Skill,Evolution,Destroyer + Medi-drone,Destroyer plus 5-star Medi-drone,Combined Destroyer and Medi-drone that fires missiles and provides a healing zone.,Drone missile projectile plus healing field,Targets enemies and creates zone,,Missile delivery plus healing zone,No,Community wiki source,https://survivorio.fandom.com/wiki/Medi-drone,https://survivorio.fandom.com/wiki/Weapon_Skill_Evolution_Guide
SKL0177,Increased Volume,Survivor Unlock / Skill,Survivor: April,3 Star,,,Soundwave damage +30%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0176,Microphone,Survivor Unlock / Skill,Survivor: April,1 Star,,,Uses a Microphone; can evolve into Mega Soundwave Balls.,Projectile,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0180,Pet Companion Enhancement,Survivor Unlock / Skill,Survivor: April,A2,,,Additional Normal Pet ATK/HP +5%; S-Pet sync +10%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0182,Pet Companion Enhancement II,Survivor Unlock / Skill,Survivor: April,A4,,,Additional Normal Pet ATK/HP +10%; S-Pet sync +10%. Unlock 1 Teamwork passive slot.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0184,Pet Companion Maximum,Survivor Unlock / Skill,Survivor: April,A6,,,Additional Normal Pet ATK/HP +10%; S-Pet sync +20%. Teamwork passive slot +1.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0179,Reporter Snapshot / Pet Companion,Survivor Unlock / Skill,Survivor: April,A1,,,Snapshot damage +50%. Normal Pet ATK/HP +5%; S-Pet sync +10%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0181,Reporter Snapshot Enhancement,Survivor Unlock / Skill,Survivor: April,A3,,,Snapshot damage +50% and inflicts 5% Vulnerability.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0183,Reporter Snapshot Enhancement II,Survivor Unlock / Skill,Survivor: April,A5,,,Snapshot damage +50% and an additional 5% Vulnerability.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0178,Sonic Boom,Survivor Unlock / Skill,Survivor: April,6 Star,,,Mega Soundwave Balls explode in a small area; Survivor ATK +20%.,Explosion,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/april,https://survivorio.fandom.com/wiki/Characters
SKL0078,Advanced Medicine,Survivor Unlock / Skill,Survivor: Catnips,6 Star,,,Healing Drone effect doubled; Survivor ATK +20%.,Missile / Rocket / Drone projectile,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SKL0080,Mechmeat Unity Crit Damage,Survivor Unlock / Skill,Survivor: Catnips,A4,,,"When Mechmeat Unity triggers, Survivor Crit Damage +20%. Unlock 1 Teamwork passive slot.",Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SKL0081,Mechmeat Unity Drone Damage,Survivor Unlock / Skill,Survivor: Catnips,A6,,,"When Mechmeat Unity triggers, Drone extra damage +10%. Teamwork passive slot +1.",Missile / Rocket / Drone projectile,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SKL0076,Medi-drone,Survivor Unlock / Skill,Survivor: Catnips,1 Star,,,Select in battle: Releases a healing zone.,Missile / Rocket / Drone projectile,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SKL0079,Summon Drone / Mechmeat Unity,Survivor Unlock / Skill,Survivor: Catnips,A1,,,"Active: Use the skill to obtain a Drone. Passive: When a Drone evolves, Drone damage +5%.",Missile / Rocket / Drone projectile,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SKL0077,Tech Breakthrough,Survivor Unlock / Skill,Survivor: Catnips,3 Star,,,All drones can be freely paired; Survivor HP +20%.,Missile / Rocket / Drone projectile,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SKL0064,Electronic Protection / Garrison Shield,Survivor Unlock / Skill,Survivor: Common,A1,,,"Active: Spawns an Energy Shield equal to 40% of Survivor HP. Passive: While the shield is active, EXP gain +20%.",Not specified by source,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/common,https://survivorio.fandom.com/wiki/Characters
SKL0062,Expired Plan,Survivor Unlock / Skill,Survivor: Common,3 Star,,,(Passive) All skill ranges +3%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Range / area / coverage,No,Exact source transcription,https://garrytools.com/guide/survivors/common,https://survivorio.fandom.com/wiki/Characters
SKL0065,Garrison Shield Enhancement,Survivor Unlock / Skill,Survivor: Common,A4,,,"When Garrison Shield triggers, Crit Damage +10%. Unlock 1 Teamwork passive slot.",Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/common,https://survivorio.fandom.com/wiki/Characters
SKL0066,Garrison Shield Enhancement II,Survivor Unlock / Skill,Survivor: Common,A6,,,"When Garrison Shield triggers, all Skill Damage +10%. Teamwork passive slot +1.",Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/common,https://survivorio.fandom.com/wiki/Characters
SKL0063,Helter Skelter,Survivor Unlock / Skill,Survivor: Common,6 Star,,,(Passive) All skill cooldowns -3%; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/common,https://survivorio.fandom.com/wiki/Characters
SKL0061,Pointless,Survivor Unlock / Skill,Survivor: Common,1 Star,,,(Passive) All skill damage +3%.,Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/common,https://survivorio.fandom.com/wiki/Characters
SKL0189,Brotherhood Enhancement,Survivor Unlock / Skill,Survivor: Donatello,A2,,,Each equipped SP Awakening passive grants Skill Damage +3% and Crit Damage +3%.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0191,Brotherhood Enhancement II,Survivor Unlock / Skill,Survivor: Donatello,A4,,,Each equipped SP passive grants Lacerated Damage +3% and Shield Damage +3%. Unlock 1 Teamwork passive slot.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0193,Brotherhood Maximum,Survivor Unlock / Skill,Survivor: Donatello,A6,,,"Each equipped SP passive grants Weakened, Poisoned and Chilled damage +3%. Teamwork passive slot +1.",Ground field / Damage over time,As stated in the effect text,Chill | Poison | Weaken,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0185,Seeker Bo,Survivor Unlock / Skill,Survivor: Donatello,1 Star,,,Uses Seeker Bo; can evolve into Savage Bo.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0188,Spinning Smash / Brotherhood,Survivor Unlock / Skill,Survivor: Donatello,A1,,,Active: Fires an energy wave. Exclusive global passive: Each equipped SP Awakening passive grants Crit Rate +3%.,Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0192,Spinning Smash Damage,Survivor Unlock / Skill,Survivor: Donatello,A5,,,Spinning Smash damage +50%.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0190,Spinning Smash Enhancement,Survivor Unlock / Skill,Survivor: Donatello,A3,,,Spinning Smash range increases.,Not specified by source,As stated in the effect text,,Range / area / coverage,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0187,Staff Strike,Survivor Unlock / Skill,Survivor: Donatello,6 Star,,,Attack range and damage +30%; Survivor ATK +20%.,Melee / Slash / Contact,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0186,Super Sweep,Survivor Unlock / Skill,Survivor: Donatello,3 Star,,,Bo damage +30%; Survivor HP +20%.,Melee / Slash / Contact,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/donatello,https://survivorio.fandom.com/wiki/Characters
SKL0139,Grand Brawler,Survivor Unlock / Skill,Survivor: Joey,A1,,,"Every 500 attacks on an Elite/Boss inflicts Exposed. Skill Damage +60%, Weak-spot damage +10%, and Final Flashrift Rip damage +400%.",Stat or conditional modifier,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0141,Grand Brawler Active Enhancement,Survivor Unlock / Skill,Survivor: Joey,A3,,,"Weak-spot damage +10%, Final Flashrift Rip damage +500%, and Riftstar Rip duration +2 seconds.",Not specified by source,As stated in the effect text,,Duration / uptime,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0140,Grand Brawler Pursuit,Survivor Unlock / Skill,Survivor: Joey,A2,,,Each Exposed stack effect +2%. Unlock 1 Teamwork passive slot.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0142,Grand Brawler Pursuit II,Survivor Unlock / Skill,Survivor: Joey,A4,,,Required hits to inflict Exposed -100. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0143,Grand Brawler Pursuit III,Survivor Unlock / Skill,Survivor: Joey,A6,,,Each Exposed stack effect +3%. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0144,Grand Brawler Pursuit Maximum,Survivor Unlock / Skill,Survivor: Joey,A8,,,Each Exposed stack effect +4%. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0137,Ravage,Survivor Unlock / Skill,Survivor: Joey,3 Star,,,Exposed duration increases to 20 seconds; Survivor HP +20%.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0136,Showdown,Survivor Unlock / Skill,Survivor: Joey,1 Star,,,"Reveals Elite/Boss weak spots. Weak-spot damage +10%; every 200 attacks inflicts Exposed for 5 seconds, stacking status-target damage.",Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0138,Showdown Mastery,Survivor Unlock / Skill,Survivor: Joey,6 Star,,,Weak-spot damage +10%; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Community source; exact UI wording not confirmed,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SKL0093,Auric Shell / Pummel,Survivor Unlock / Skill,Survivor: King,A1,,,Active: Gain invincibility for 3 seconds. Passive: Every 500 Crits triggers a burning circle.,Ground field / Damage over time,As stated in the effect text,Burn,Duration / uptime,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0095,Auric Shell Healing,Survivor Unlock / Skill,Survivor: King,A3,,,"While Auric Shell is active, each critical hit restores 0.5% HP.",Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0092,Lucky Kill,Survivor Unlock / Skill,Survivor: King,6 Star,,,Failed critical hits are recalculated; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0094,Pummel Enhancement,Survivor Unlock / Skill,Survivor: King,A2,,,Required Crit count -200; burning circle inflicts 5% Vulnerability.,Ground field / Damage over time,As stated in the effect text,Vulnerability | Burn,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0096,Pummel Enhancement II,Survivor Unlock / Skill,Survivor: King,A4,,,Required Crit count -100; an additional 5% Vulnerability. Unlock 1 Teamwork passive slot.,Stat or conditional modifier,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0097,Pummel Enhancement III,Survivor Unlock / Skill,Survivor: King,A6,,,Required Crit count -100; an additional 10% Vulnerability. Teamwork passive slot +1.,Stat or conditional modifier,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0091,Sixth Sense,Survivor Unlock / Skill,Survivor: King,3 Star,,,Survivor Instinct evolves: Crit Rate +50% and Crit Damage +25%; Survivor HP +20%.,Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0090,Survivor Instinct,Survivor Unlock / Skill,Survivor: King,1 Star,,,Select in battle: Crit Rate +8% per skill level.,Melee / Slash / Contact,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SKL0205,Secret Art Limit,Survivor Unlock / Skill,Survivor: Leonardo,6 Star,,,Adds additional attacks; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0203,Swiftwind Dual Katanas,Survivor Unlock / Skill,Survivor: Leonardo,1 Star,,,Uses Swiftwind Dual Katanas; can evolve into Fullmoon Slash.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0207,Undaunted Will Enhancement,Survivor Unlock / Skill,Survivor: Leonardo,A2,,,Additional Lacerated Damage +2%; duration +5 seconds.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0209,Undaunted Will Enhancement II,Survivor Unlock / Skill,Survivor: Leonardo,A4,,,Collision inflicts Laceration; additional Lacerated Damage +3% and duration +5 seconds. Unlock 1 Teamwork passive slot.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0211,Undaunted Will Maximum,Survivor Unlock / Skill,Survivor: Leonardo,A6,,,Additional Lacerated Damage +3% and the effect becomes permanent. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0204,Voidbreaker Combo,Survivor Unlock / Skill,Survivor: Leonardo,3 Star,,,Adds additional slashes; Survivor HP +20%.,Melee / Slash / Contact,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0206,Whirlwind Slash / Undaunted Will,Survivor Unlock / Skill,Survivor: Leonardo,A1,,,Whirlwind Slash damage +50%. Collision hits inflict Laceration and +2% damage to Lacerated targets for 5 seconds.,Melee / Slash / Contact,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0208,Whirlwind Slash Cooldown,Survivor Unlock / Skill,Survivor: Leonardo,A3,,,Whirlwind Slash cooldown is reduced.,Melee / Slash / Contact,As stated in the effect text,,Attack frequency / cooldown,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0210,Whirlwind Slash Duration,Survivor Unlock / Skill,Survivor: Leonardo,A5,,,Whirlwind Slash duration increases.,Melee / Slash / Contact,As stated in the effect text,,Duration / uptime,No,Exact source transcription,https://garrytools.com/guide/survivors/leonardo,https://survivorio.fandom.com/wiki/Characters
SKL0118,Burning Rage,Survivor Unlock / Skill,Survivor: Master Yang,6 Star,,,Sunfire Palm Crit Damage +100%; Survivor ATK +20%.,Ground field / Damage over time,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0117,Calm and Collected,Survivor Unlock / Skill,Survivor: Master Yang,3 Star,,,Solarian Ki creates a cyclone that prevents movement and inflicts 50% Vulnerability; Survivor HP +20%.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0119,Sunfire Palm / Warrior Soul,Survivor Unlock / Skill,Survivor: Master Yang,A1,,,Extra Sunfire Palm Crit Damage +100%. Passive: Crit Rate +5% and Crit Damage +5%.,Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0121,Sunfire Palm Vulnerability,Survivor Unlock / Skill,Survivor: Master Yang,A3,,,Extra Sunfire Palm Vulnerability +10%.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0120,Warrior Soul Pursuit,Survivor Unlock / Skill,Survivor: Master Yang,A2,,,All Skill Damage +15%. Unlock 1 Teamwork passive slot.,Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0122,Warrior Soul Pursuit II,Survivor Unlock / Skill,Survivor: Master Yang,A4,,,Extra Crit Rate +10% and Crit Damage +10%. Passive Awakening slot +1.,Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0123,Warrior Soul Pursuit III,Survivor Unlock / Skill,Survivor: Master Yang,A6,,,"Extra Crit Rate +15%, Crit Damage +25%, and all Skill Damage +15%. Passive Awakening slot +1.",Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0124,Warrior Soul Pursuit Maximum,Survivor Unlock / Skill,Survivor: Master Yang,A8,,,"Additional Crit Rate +30%, Crit Damage +50%, and all Skill Damage +30%. Teamwork passive slot +1.",Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
