Unlock_ID,Entity_Type,Entity_ID,System_or_Part,Mode,Base_Tech_1,Base_Tech_2,Tech_Category,Track_Type,Stage_Order,Stage,Requirement,Resonance_Threshold,Overload_Level,Effect_Stat,Effect_Value,Effect_Unit,Effect_Text,Applies_When_Deployed,Requires_Evolution,DPS_Relevant,DPS_Priority,Optimizer_Bucket,General_Investment_Rank,Data_Status,Source_URLs
TUN0251,Twinborn Mode,TB02B,Antimatter Maintainer,Rocket Mode,Antimatter Generator,Hi-Maintainer,Twinborn,Tech Overload,18,Overload 18,Reach Tech Overload Lv.18 and at least 15000 Twinborn Resonance.,15000,18,Damage to Poisoned,35,%,Damage to Poisoned +35%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,StatusDamage,2,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0252,Twinborn Mode,TB02B,Antimatter Maintainer,Rocket Mode,Antimatter Generator,Hi-Maintainer,Twinborn,Tech Overload,18,Overload 18,Reach Tech Overload Lv.18 and at least 15000 Twinborn Resonance.,15000,18,Lacerated Damage,15,%,Lacerated Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,2,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0253,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Fusion Unlock,0,Legend,Merge 1 Legend Quantum Polarizer with 1 Legend Nanobot.,,,Skill Mechanic,,Text,Unlocks Twinborn Soccer Ball; it can evolve into Twinborn Quantum Ball. Only one mode from this Twinborn pair can be equipped at a time.,Mode must be selected as the equipped Twinborn side.,Base form no; evolved form yes,Yes,Situational,TwinbornUnlock,6,Exact Drive Twinborn fusion rule,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c
TUN0254,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Rarity,1,Legend,Raise this Twinborn mode to Legend quality.,,,Crit Damage,80,%,Crit Damage +80%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0255,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Rarity,2,Eternal,Raise this Twinborn mode to Eternal quality.,,,Shield Damage,20,%,Shield Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0256,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Rarity,2,Eternal,Raise this Twinborn mode to Eternal quality.,,,Damage to Chilled,30,%,Damage to Chilled +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0257,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,1,100,Reach 100 Twinborn Resonance Energy.,100,,Damage to Chilled,25,%,Damage to Chilled +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0258,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,2,200,Reach 200 Twinborn Resonance Energy.,200,,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0259,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,3,450,Reach 450 Twinborn Resonance Energy.,450,,Crit Damage,30,%,Crit Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0260,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,4,600,Reach 600 Twinborn Resonance Energy.,600,,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0261,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,4,600,Reach 600 Twinborn Resonance Energy.,600,,Damage to Chilled,25,%,Damage to Chilled +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0262,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,5,900,Reach 900 Twinborn Resonance Energy.,900,,Crit Damage,30,%,Crit Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0263,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,1,100,Equip this mode and reach 100 Resonance Energy.,100,,Chill Application,1,Always / 100%,Chill Application: continuously applied while the condition is active.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Build Enabler,StatusUptime,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0264,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,2,1200,Equip this mode and reach 1200 Resonance Energy.,1200,,Crit Damage,10,%,Crit Damage +10%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0265,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,3,1650,Equip this mode and reach 1650 Resonance Energy.,1650,,Shield Damage,10,%,Shield Damage +10%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0266,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,4,2100,Equip this mode and reach 2100 Resonance Energy.,2100,,Damage to Chilled,10,%,Damage to Chilled +10%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0267,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,5,2550,Equip this mode and reach 2550 Resonance Energy.,2550,,Crit Damage,15,%,Crit Damage +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0268,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,6,3000,Equip this mode and reach 3000 Resonance Energy.,3000,,Shield Damage,15,%,Shield Damage +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0269,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,7,4500,Equip this mode and reach 4500 Resonance Energy.,4500,,Damage to Chilled,15,%,Damage to Chilled +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0270,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,8,6000,Equip this mode and reach 6000 Resonance Energy.,6000,,Shield Damage,15,%,Shield Damage +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0271,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,8,6000,Equip this mode and reach 6000 Resonance Energy.,6000,,Damage to Chilled,15,%,Damage to Chilled +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0272,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,9,7500,Equip this mode and reach 7500 Resonance Energy.,7500,,Crit Damage,15,%,Crit Damage +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0273,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,10,9000,Equip this mode and reach 9000 Resonance Energy.,9000,,Crit Damage,20,%,Crit Damage +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0274,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,10,9000,Equip this mode and reach 9000 Resonance Energy.,9000,,Damage to Chilled,20,%,Damage to Chilled +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0275,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,11,10500,Equip this mode and reach 10500 Resonance Energy.,10500,,Damage to Chilled,35,%,Damage to Chilled +35%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0276,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,12,12000,Equip this mode and reach 12000 Resonance Energy.,12000,,Shield Damage,20,%,Shield Damage +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0277,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,13,13500,Equip this mode and reach 13500 Resonance Energy.,13500,,Crit Damage,30,%,Crit Damage +30%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0278,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,13,13500,Equip this mode and reach 13500 Resonance Energy.,13500,,Damage to Chilled,35,%,Damage to Chilled +35%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0279,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,14,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Crit Damage,30,%,Crit Damage +30%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0280,Twinborn Mode,TB06A,Quantum Nanobot,Soccer Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,14,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Shield Damage,20,%,Shield Damage +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0281,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Fusion Unlock,0,Legend,Merge 1 Legend Quantum Polarizer with 1 Legend Nanobot.,,,Skill Mechanic,,Text,Unlocks Twinborn Durian; it can evolve into Twinborn Caltrops. Only one mode from this Twinborn pair can be equipped at a time.,Mode must be selected as the equipped Twinborn side.,Base form no; evolved form yes,Yes,Situational,TwinbornUnlock,6,Exact Drive Twinborn fusion rule,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c
TUN0282,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Rarity,1,Legend,Raise this Twinborn mode to Legend quality.,,,Skill Damage,75,%,Skill Damage +75%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0283,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Rarity,2,Eternal,Raise this Twinborn mode to Eternal quality.,,,Crit Damage,75,%,Crit Damage +75%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0284,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,1,450,Reach 450 Twinborn Resonance Energy.,450,,Shield Damage,20,%,Shield Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0285,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,2,1200,Reach 1200 Twinborn Resonance Energy.,1200,,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0286,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,3,2100,Reach 2100 Twinborn Resonance Energy.,2100,,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0287,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,4,6000,Reach 6000 Twinborn Resonance Energy.,6000,,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0288,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Twinborn Resonance,5,12000,Reach 12000 Twinborn Resonance Energy.,12000,,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0289,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,1,300,Equip this mode and reach 300 Resonance Energy.,300,,Poison Application,1,Always / 100%,Poison Application: continuously applied while the condition is active.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Build Enabler,StatusUptime,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0290,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,2,600,Equip this mode and reach 600 Resonance Energy.,600,,Skill Damage,45,%,Skill Damage +45%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,SkillDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0291,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,3,900,Equip this mode and reach 900 Resonance Energy.,900,,Damage to Poisoned,50,%,Damage to Poisoned +50%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0292,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,4,2550,Equip this mode and reach 2550 Resonance Energy.,2550,,Skill Damage,25,%,Skill Damage +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,SkillDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0293,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,5,3000,Equip this mode and reach 3000 Resonance Energy.,3000,,Damage to Poisoned,15,%,Damage to Poisoned +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0294,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,6,4500,Equip this mode and reach 4500 Resonance Energy.,4500,,Skill Damage,30,%,Skill Damage +30%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,SkillDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0295,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,7,7500,Equip this mode and reach 7500 Resonance Energy.,7500,,Damage to Poisoned,15,%,Damage to Poisoned +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0296,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,8,9000,Equip this mode and reach 9000 Resonance Energy.,9000,,Damage to Poisoned,20,%,Damage to Poisoned +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0297,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,9,10500,Equip this mode and reach 10500 Resonance Energy.,10500,,Damage to Poisoned,20,%,Damage to Poisoned +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0298,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,10,13500,Equip this mode and reach 13500 Resonance Energy.,13500,,Skill Damage,65,%,Skill Damage +65%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,SkillDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0299,Twinborn Mode,TB06B,Quantum Nanobot,Durian Mode,Quantum Polarizer,Nanobot,Twinborn,Deployed Resonance,11,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Damage to Poisoned,30,%,Damage to Poisoned +30%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,StatusDamage,6,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0300,Twinborn Mode,TB03A,Phase Driver,Lightning Mode,Phase Converter,Conduction Device,Twinborn,Fusion Unlock,0,Legend,Merge 1 Legend Phase Converter with 1 Legend Conduction Device.,,,Skill Mechanic,,Text,Unlocks Twinborn Lightning Emitter; it can evolve into Twinborn Maelstorm. Only one mode from this Twinborn pair can be equipped at a time.,Mode must be selected as the equipped Twinborn side.,Base form no; evolved form yes,Yes,High later,TwinbornUnlock,3,Exact Drive Twinborn fusion rule,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c
