Unlock_ID,Pet_ID,Pet,Base_Animal,Availability,Awakening_Type_Group,Preferred_Toy_Group,Track_Type,Stage_Order,Stage,Required_Base_Quality,Requirement,Awakening_Crystal_Cost,Cumulative_Awakening_Crystals,Same_Type_Pet_Count_Shown,Affection_Level_Cap,Maximum_Player_ATK_From_Affection,Unlock_Name,Effect,Effect_Data_JSON,Effect_Target,Effect_Category,Trigger,DPS_Relevant,DPS_Priority,Optimizer_Bucket,Data_Status,Source_URLs
PUN0079,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,4,Y4,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,20,40,5,50,3600,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0080,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,5,Y5,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,30,70,7,60,4800,Feather Damage Stacks,Each repeated hit gives cooldown -2% and damage +2.5%; caps are -35% cooldown and +40% damage.,"{""feather_count"":4,""cooldown_reduction_per_hit_percent"":2,""cooldown_reduction_cap_percent"":35,""damage_increase_per_hit_percent"":2.5,""damage_increase_cap_percent"":40}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,Very High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0081,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,6,R1,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,40,110,7,70,6000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0082,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,7,R2,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,170,9,80,7500,Rapid Fire Feathers II,Each repeated hit gives cooldown -4% and damage +5%; caps remain -35% and +40%.,"{""feather_count"":4,""cooldown_reduction_per_hit_percent"":4,""cooldown_reduction_cap_percent"":35,""damage_increase_per_hit_percent"":5,""damage_increase_cap_percent"":40}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,Very High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0083,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,8,R3,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,230,9,90,9000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0084,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,9,R4,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,290,9,105,11300,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0085,PET05,Murica,Eagle,Standard,Group B — Crabobble / Murica,Fish + Eagle,Awakening,10,R5,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,350,15,130,15000,Rapid Fire Feathers Maximum,Each repeated hit gives cooldown -6% and damage +10%; caps are -50% cooldown and +90% damage.,"{""feather_count"":4,""cooldown_reduction_per_hit_percent"":6,""cooldown_reduction_cap_percent"":50,""damage_increase_per_hit_percent"":10,""damage_increase_cap_percent"":90}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,Very High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0086,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Base Attack,0,Base Attack,Normal,Deploy this pet in battle.,,,,,,Scratch,Scratches for 200% Pet ATK damage with a fast 0.5-second cooldown.,"{""damage_percent"":200,""cooldown_seconds"":0.5}",Pet attack,Fast melee,Automatic attack while deployed,Yes,High,DirectPetDamage,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0087,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Assist Skill,1,Better Assist Skill,Better,Reach Better quality; the pet receives one random assist skill.,,,,,,Random Assist Skill,Unlocks one random assist skill used when this pet is assigned as an assist.,"{""random_assist_skill_slots"":1}",Deployed pet,Assist,Pet assigned to one of the two assist slots,Conditional,Skill dependent,AssistSkill,Exact pet-system rule,https://onechilledgamer.com/survivor-io-pet-guide/
PUN0088,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Quality Skill,2,Excellent Skill 1,Excellent,Reach Excellent quality.,,,,,,Frenzy,Pet attack and skill Crit Rate +15%.,"{""pet_crit_rate_percent"":15}",Pet,Frenzy,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0089,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Quality Skill,3,Excellent Skill 2,Excellent,Reach Excellent quality.,,,,,,United Effort,Pet inherited HP +10%.,"{""pet_inherited_hp_percent"":10}",Pet,United Effort,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0090,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Quality Skill,4,Epic Skill 1,Epic,Reach Epic quality.,,,,,,Battle Lust,Pet attack and skill cooldown -20%.,"{""pet_cooldown_reduction_percent"":20}",Pet,Battle Lust,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0091,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Quality Skill,5,Epic Skill 2,Epic,Reach Epic quality.,,,,,,Sharp Claws,Pet Skill Damage +20%.,"{""pet_skill_damage_percent"":20}",Pet,Sharp Claws,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0092,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Quality Skill,6,Legend Skill,Legend,Reach Legend quality.,,,,,,Nine Lives,Nullifies fatal damage to owner and pet and heals allies for 50% HP; 100-second cooldown.,"{""healing_percent"":50,""cooldown_seconds"":100,""fatal_damage_nullification"":true}",Owner + Pet,Nine Lives,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0093,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,1,Y1,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,5,5,3,20,900,Spinning Yarn Balls,Throws 3 yarn balls that repeatedly damage enemies along their paths.,"{""projectile_count"":3,""periodic_damage"":true}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0094,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,2,Y2,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,5,10,3,30,1800,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0095,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,3,Y3,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,10,20,5,40,2700,Large Yarn Balls,Throws 6 larger yarn balls with periodic path damage.,"{""projectile_count"":6,""projectile_size"":""Large"",""periodic_damage"":true}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0096,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,4,Y4,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,20,40,5,50,3600,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0097,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,5,Y5,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,30,70,7,60,4800,Large Yarn Balls II,Throws 6 large yarn balls with periodic path damage.,"{""projectile_count"":6,""projectile_size"":""Large"",""periodic_damage"":true}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0098,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,6,R1,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,40,110,7,70,6000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0099,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,7,R2,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,170,9,80,7500,Rapid Yarn Barrage,Throws 9 large yarn balls with higher-frequency damage and Slow.,"{""projectile_count"":9,""projectile_size"":""Large"",""high_frequency_damage"":true,""applies_slow"":true}",Pet / Owner / Skill slot,Pet damage / Slow,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0100,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,8,R3,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,230,9,90,9000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0101,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,9,R4,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,290,9,105,11300,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0102,PET06,Cheshire,Cat,Standard,Group A — Croaky / Cheshire,Dog + Cat,Awakening,10,R5,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,350,15,130,15000,Yarn Barrage Maximum,Throws 12 large yarn balls with higher-frequency damage and Slow.,"{""projectile_count"":12,""projectile_size"":""Large"",""high_frequency_damage"":true,""applies_slow"":true}",Pet / Owner / Skill slot,Pet damage / Slow,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0103,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Base Attack,0,Base Attack,Normal,Deploy this pet in battle.,,,,,,Water Shot,Fires a 500% Pet ATK water projectile that penetrates 2 enemies.,"{""damage_percent"":500,""cooldown_seconds"":1.5,""penetration_count"":2}",Pet attack,High-damage projectile,Automatic attack while deployed,Yes,High / Very High,DirectPetDamage,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0104,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Assist Skill,1,Better Assist Skill,Better,Reach Better quality; the pet receives one random assist skill.,,,,,,Random Assist Skill,Unlocks one random assist skill used when this pet is assigned as an assist.,"{""random_assist_skill_slots"":1}",Deployed pet,Assist,Pet assigned to one of the two assist slots,Conditional,Skill dependent,AssistSkill,Exact pet-system rule,https://onechilledgamer.com/survivor-io-pet-guide/
PUN0105,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Quality Skill,2,Excellent Skill 1,Excellent,Reach Excellent quality.,,,,,,Vampirism,Pet heals for 1% of attack damage.,"{""pet_lifesteal_percent"":1}",Pet,Vampirism,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0106,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Quality Skill,3,Excellent Skill 2,Excellent,Reach Excellent quality.,,,,,,Sharp Claws,Pet Skill Damage +15%.,"{""pet_skill_damage_percent"":15}",Pet,Sharp Claws,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0107,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Quality Skill,4,Epic Skill 1,Epic,Reach Epic quality.,,,,,,Frenzy,Pet attack and skill Crit Rate +20%.,"{""pet_crit_rate_percent"":20}",Pet,Frenzy,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0108,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Quality Skill,5,Epic Skill 2,Epic,Reach Epic quality.,,,,,,United Stand,Pet inherited ATK +15%.,"{""pet_inherited_atk_percent"":15}",Pet,United Stand,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0109,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Quality Skill,6,Legend Skill,Legend,Reach Legend quality.,,,,,,Battle Lust,Pet attack and skill cooldown -30%.,"{""pet_cooldown_reduction_percent"":30}",Pet,Battle Lust,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0110,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,1,Y1,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,5,5,3,20,900,Fatal Pincer,"Creates a claw wave. Each enemy defeated by the skill grants +25% skill damage, up to +200%.","{""skill_damage_per_kill_percent"":25,""skill_damage_cap_percent"":200}",Pet / Owner / Skill slot,Pet Skill Damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High for mobs,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0111,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,2,Y2,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,5,10,3,30,1800,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0112,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,3,Y3,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,10,20,5,40,2700,Fatal Pincer+,"Each kill gives cooldown -0.3 seconds and skill damage +25%, up to +200%.","{""cooldown_reduction_per_kill_seconds"":0.3,""skill_damage_per_kill_percent"":25,""skill_damage_cap_percent"":200}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High for mobs,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0113,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,4,Y4,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,20,40,5,50,3600,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0114,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,5,Y5,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,30,70,7,60,4800,Fatal Pincer II,"Each kill gives cooldown -0.3 seconds and skill damage +25%, up to +250%.","{""cooldown_reduction_per_kill_seconds"":0.3,""skill_damage_per_kill_percent"":25,""skill_damage_cap_percent"":250}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High for mobs,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0115,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,6,R1,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,40,110,7,70,6000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0116,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,7,R2,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,170,9,80,7500,Fatal Pincer III,"Each kill gives cooldown -0.5 seconds and skill damage +50%, up to +250%.","{""cooldown_reduction_per_kill_seconds"":0.5,""skill_damage_per_kill_percent"":50,""skill_damage_cap_percent"":250}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High for mobs,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
